category,rating,label,clean_text
Home_&_Kitchen,5.0,1,work expected connecting cctv power supply camera
Home_&_Kitchen,5.0,1,soft definitely better quality expecting
Home_&_Kitchen,5.0,1,nice contemporary great price easy assemble
Home_&_Kitchen,5.0,1,super cute appears great quality highly recommend
Home_&_Kitchen,5.0,1,really cool actually boyfriend loved
Home_&_Kitchen,5.0,1,bought gift cousin nice
Home_&_Kitchen,1.0,1,stopped working one use still waiting refund
Home_&_Kitchen,4.0,1,cute reasonably price happy purchase
Home_&_Kitchen,5.0,1,well received comfortable gave gift dialysis patient
Home_&_Kitchen,2.0,1,not expected poor quality
Home_&_Kitchen,5.0,1,easy review kid dd love thanks
Home_&_Kitchen,3.0,0,really ruff foot feel sturdy keep foot chair
Home_&_Kitchen,5.0,0,order place special photo wall couple week
Home_&_Kitchen,5.0,0,baby like thermal insulation help keep food warmer thermal insulation help keep
Home_&_Kitchen,4.0,0,like wish wide opening also love made
Home_&_Kitchen,5.0,0,love pyrex quality set best purchasing future
Home_&_Kitchen,5.0,0,perfect additional storage convenience problem not really vacuum
Home_&_Kitchen,5.0,0,smell great pretty happy quality quality product
Home_&_Kitchen,2.0,0,turquoise almost neon bright pink
Home_&_Kitchen,5.0,0,easy hold material nice thick keep shelf order
Home_&_Kitchen,5.0,0,work great chocolate yogurt fruit also love removable
Home_&_Kitchen,5.0,0,love think buy morevery nice set knife one
Home_&_Kitchen,5.0,0,nice small ottoman not big small
Home_&_Kitchen,5.0,0,look great kitchen problem kind hard put
Home_&_Kitchen,5.0,0,bought father day gift needed love
Home_&_Kitchen,5.0,0,great winter month soft comfortable slept week
Home_&_Kitchen,3.0,0,nice soft sheet find difficult put bed warm
Home_&_Kitchen,5.0,0,beautifully made sturdy comfortable chair comfortable functional
Home_&_Kitchen,3.0,0,need buy two go wide wooden leg bedding one
Home_&_Kitchen,5.0,0,nice sturdy use longterm storage container small bag
Home_&_Kitchen,5.0,0,good originaltype container wooden handle smooth solid handle fit
Home_&_Kitchen,5.0,0,excellent grill look nice problem not really vacuum
Home_&_Kitchen,5.0,0,nice large sturdy canvas tote lightweight comfortable
Home_&_Kitchen,5.0,0,good quality good price love look feel pillow
Home_&_Kitchen,1.0,0,ordered light blue arrived small opening yellow
Home_&_Kitchen,5.0,0,purchased gift one two month
Home_&_Kitchen,5.0,0,good price product month used every
Home_&_Kitchen,5.0,0,get shampoo conditioner want keep shower
Home_&_Kitchen,5.0,0,minichair not real chair full chair comfortable
Home_&_Kitchen,5.0,0,happy purchase mattress month one
Home_&_Kitchen,5.0,0,work great keep light problem kind hard put
Home_&_Kitchen,5.0,0,bought son college love good quality
Home_&_Kitchen,1.0,0,terrible complete waste money not whole lot say
Home_&_Kitchen,4.0,0,look nice bedroom material good large one
Home_&_Kitchen,5.0,0,easy put together look nice finish good large one
Home_&_Kitchen,5.0,0,expected made real difference quality kitchen pretty
Home_&_Kitchen,5.0,0,glad got set great deal price
Home_&_Kitchen,5.0,0,job adorable quality make nice addition kitchen
Home_&_Kitchen,2.0,0,much work easy way make smoothie perfect
Home_&_Kitchen,3.0,0,okay not fit container well love blanket
Home_&_Kitchen,5.0,0,far little plastic fine not sure well hold
Home_&_Kitchen,5.0,0,nice gift friend love blanket
Home_&_Kitchen,4.0,0,skinnier thought quality design lot product
Home_&_Kitchen,5.0,0,quick shipping excellent customer service great value money great little
Home_&_Kitchen,5.0,0,work great design make easy hang nice size size
Home_&_Kitchen,5.0,0,perfect work oven right height also love removable
Home_&_Kitchen,5.0,0,service great not wait try good quality
Home_&_Kitchen,5.0,0,arrived quickly perfect size long haul also large one
Home_&_Kitchen,1.0,0,cheap china not big deal little pricey
Home_&_Kitchen,4.0,0,gave mother gift quality good not really best one
Home_&_Kitchen,3.0,0,great spice not anything else not good enoughnice sturdy functional
Home_&_Kitchen,1.0,1,car smell no different week snake oil
Home_&_Kitchen,5.0,1,pillow cushion well constructed easily washed comfortable
Home_&_Kitchen,5.0,1,not used big one small one work great
Home_&_Kitchen,5.0,1,take mystery meat finished cooking
Home_&_Kitchen,3.0,1,nice organizer large enough utensil
Home_&_Kitchen,5.0,1,work perfectly easy put art hang
Home_&_Kitchen,5.0,1,great little rug would buy different color
Home_&_Kitchen,4.0,1,hold gift wrap not longer tube disappointing
Home_&_Kitchen,4.0,1,belt never last long enough seems work okay
Home_&_Kitchen,5.0,1,great price less expensive renting great quality
Home_&_Kitchen,4.0,1,good price not soften much washing
Home_&_Kitchen,5.0,1,love sheet go great star quilt
Home_&_Kitchen,5.0,1,great mug bigger thought would
Home_&_Kitchen,5.0,1,gave gift daughter love
Home_&_Kitchen,5.0,1,great great space saver laundry room
Home_&_Kitchen,5.0,1,flexible leading edge not quite helpful condition
Home_&_Kitchen,1.0,1,bottom not stay zero customer service not buy
Home_&_Kitchen,4.0,1,nice elegant glass improve taste wine
Home_&_Kitchen,5.0,1,excellent product side sleeper perfect
Home_&_Kitchen,5.0,1,not oven make great place mat
Home_&_Kitchen,5.0,1,love cute new bathroom
Home_&_Kitchen,5.0,1,exactly pictured sturdy perfect baking cooking need
Home_&_Kitchen,5.0,1,top notch artistry done bust grand jester studio
Home_&_Kitchen,5.0,1,love get many comment spoon
Home_&_Kitchen,5.0,1,not expect table nice thanks
Home_&_Kitchen,5.0,1,great product arrived time matched shower curtain perfectly
Home_&_Kitchen,5.0,1,nice secondary vacuum small apartment reaching tight area
Home_&_Kitchen,5.0,1,good size good value money look great bar
Home_&_Kitchen,3.0,1,somewhat hard clean not convenient hoped
Home_&_Kitchen,5.0,1,work great battery candle brand
Home_&_Kitchen,3.0,1,ok pillow kind hard firm not soft
Home_&_Kitchen,5.0,1,perfection beyond easy use minimal effort fast perfect froth
Home_&_Kitchen,5.0,1,love item smile every time use
Home_&_Kitchen,5.0,1,fleece blanket cozy warm exactly wanted
Home_&_Kitchen,3.0,1,noticed today top would bubbling glass set
Home_&_Kitchen,3.0,1,great weighing lb oz not gram fast shipping
Home_&_Kitchen,5.0,1,great order longer size
Home_&_Kitchen,5.0,1,nice stick used almost every meal good pho
Home_&_Kitchen,5.0,1,one best thing ever bought
Home_&_Kitchen,4.0,1,love small would love larger size
Home_&_Kitchen,5.0,1,perfect candy buffet certainly multipurpose
Home_&_Kitchen,5.0,1,work perfect use ev cord garage
Home_&_Kitchen,1.0,1,not waste money broke one month
Home_&_Kitchen,4.0,1,little tacky shelf spare bathroom
Home_&_Kitchen,3.0,1,help cool memory mattress little not lot
Home_&_Kitchen,5.0,1,perfect wish would ordered earlier
Home_&_Kitchen,5.0,1,excellent packaging fast shipping super quality right price
Home_&_Kitchen,4.0,1,good mix favorite still goloka nag champa
Home_&_Kitchen,5.0,1,bride wanted came nice engraving
Home_&_Kitchen,4.0,1,color slightly different got website picture look better
Home_&_Kitchen,5.0,0,really great soft warm love feel blanket
Home_&_Kitchen,1.0,0,less year old no mine month
Home_&_Kitchen,5.0,0,pint pint also pint
Home_&_Kitchen,5.0,0,perfect needed love look feel pillow
Home_&_Kitchen,5.0,0,bought pick old mattress nice piece equipment
Home_&_Kitchen,2.0,0,plastic ring either gone destroyed piece keep old one gift
Home_&_Kitchen,4.0,0,nice trouble look finish bit thin not best quality
Home_&_Kitchen,5.0,0,great seller item like itgreat quality needed kitchen
Home_&_Kitchen,5.0,0,cute go not big small
Home_&_Kitchen,5.0,0,look high end feel nice problem kind hard put
Home_&_Kitchen,5.0,0,mug nice love look feel size
Home_&_Kitchen,4.0,0,work really well look great material good large one
Home_&_Kitchen,5.0,0,ordered gift arrived time keep review next
Home_&_Kitchen,4.0,0,beautiful calming light not sure love blanket
Home_&_Kitchen,1.0,0,like clock although design flaw little hard read
Home_&_Kitchen,5.0,0,exactly advertised better quality original love blanket
Home_&_Kitchen,5.0,0,perfect solution sorting mess tool also love removable
Home_&_Kitchen,5.0,0,cute item going go wide wooden leg nice dinner table
Home_&_Kitchen,4.0,0,beautious perfect wall clock good size look great
Home_&_Kitchen,2.0,0,ok buying second seti love container work well look
Home_&_Kitchen,5.0,0,great comforter especially go keep shelf order
Home_&_Kitchen,5.0,0,nice fit right quality good reason
Home_&_Kitchen,5.0,0,nice mug long fit nicely shelf
Home_&_Kitchen,5.0,0,easy assemble arrived time described husband
Home_&_Kitchen,5.0,0,bought one daughter comfortable also love way bed
Home_&_Kitchen,5.0,0,wife love packed piece perfect
Home_&_Kitchen,5.0,0,love crockpots perfect wide variety container
Home_&_Kitchen,5.0,0,hang look nice also used hour
Home_&_Kitchen,5.0,0,using second set glass thought would nice addition kitchen
Home_&_Kitchen,5.0,0,big mirror fit perfectly cabinet also used year
Home_&_Kitchen,4.0,0,pretty good quite piece small would recommend
Home_&_Kitchen,5.0,0,second one bought nice piece equipment
Home_&_Kitchen,5.0,0,perfect size hanging wreath easy use efficient way make small wreath
Home_&_Kitchen,5.0,0,adore bowl not wait make next batch cold drink
Home_&_Kitchen,5.0,0,work great also use measuring cup measuring cupcake
Home_&_Kitchen,5.0,0,nice fit hand love feel fabric color
Home_&_Kitchen,4.0,0,great price month used every
Home_&_Kitchen,5.0,0,bought bottling wine love also like fact
Home_&_Kitchen,5.0,0,good padding nice quality love feel fabric would buy
Home_&_Kitchen,5.0,0,love popcorn machine love popcorn keep popcorn one
Home_&_Kitchen,3.0,0,nice size container little small cup teavery pretty
Home_&_Kitchen,5.0,0,much easier use not go wrong product keep review next
Home_&_Kitchen,5.0,0,great opener look nice countertop keep opener drawer
Home_&_Kitchen,5.0,0,love wish handle wide good quality
Home_&_Kitchen,1.0,0,seems defective seal way fix throw container
Home_&_Kitchen,4.0,0,work great boy love fact not turn
Home_&_Kitchen,5.0,0,sturdy snap place comfortable reason gave
Home_&_Kitchen,5.0,0,worked well problem small one
Home_&_Kitchen,5.0,1,great color feel soft great price would recommend
Home_&_Kitchen,4.0,1,small work not lot space
Home_&_Kitchen,1.0,1,burn hell hand not work high temp
Home_&_Kitchen,5.0,1,work fast replaced one broke
Home_&_Kitchen,5.0,1,shower curtain beautiful nice fabric look great bathroom
Home_&_Kitchen,4.0,1,use work staff holding well
Home_&_Kitchen,5.0,1,great mug husband say one favorite
Home_&_Kitchen,5.0,1,worked great small space closet
Home_&_Kitchen,3.0,1,gift not know beautiful
Home_&_Kitchen,5.0,1,product actually work tried use definitely difference
Home_&_Kitchen,5.0,1,happy quality merchandise speedy delivery
Home_&_Kitchen,5.0,1,american made love need matching measuring cup
Home_&_Kitchen,3.0,1,not enough whole pie would need two three set
Home_&_Kitchen,5.0,1,impressed quality great size bag durable
Home_&_Kitchen,5.0,1,suppose hot water flash
Home_&_Kitchen,4.0,1,fantastic goblet store lot fluid like wine beer
Home_&_Kitchen,5.0,1,not get warm even sitting hour
Home_&_Kitchen,5.0,1,not believe low price quality love
Home_&_Kitchen,4.0,1,reorder rated whwn originally purchase
Home_&_Kitchen,5.0,1,make good cup coffee take cup
Home_&_Kitchen,5.0,1,ordered husband love set especially noodle strainer
Home_&_Kitchen,1.0,1,plastic thread socket bulb sent not fit
Home_&_Kitchen,3.0,1,nice not totally unpacked yet gift styrofoam place
Home_&_Kitchen,2.0,1,not last long pull along otherwise ok
Home_&_Kitchen,5.0,1,exactly looking love clear
Home_&_Kitchen,5.0,1,great toilet brush holder sleek design appear well made
Home_&_Kitchen,5.0,1,excellent service arrived quickly promised lovely lamp
Home_&_Kitchen,5.0,1,loved small little cookie cutter job perfectly
Home_&_Kitchen,4.0,1,make keeping track shoe easier floor visible
Home_&_Kitchen,5.0,1,wonderful product shipped promptly ordered ten set gift
Home_&_Kitchen,3.0,1,slow toasting rye bread becomes rock hard toasted
Home_&_Kitchen,3.0,1,find bit soft overall ok
Home_&_Kitchen,4.0,1,bought one corner broken
Home_&_Kitchen,5.0,1,want perfect pasta cereal ice cream soup bowl ever perfect size cereal
Home_&_Kitchen,5.0,1,love blue air product filter cover awesome
Home_&_Kitchen,5.0,1,love good quality nice soft night light noise variation
Home_&_Kitchen,2.0,1,worked ok one time fell apart became unusable
Home_&_Kitchen,5.0,1,good strong suction vacuume world good carpet also
Home_&_Kitchen,5.0,1,nice floral no dead heading no watering
Home_&_Kitchen,5.0,1,lghts work beautifully bright
Home_&_Kitchen,5.0,1,worked rum infused chocolate covered strawberry molded chocolate heart
Home_&_Kitchen,5.0,1,shell beautiful looking thanks
Home_&_Kitchen,5.0,1,good quality great price tad loose mattress
Home_&_Kitchen,5.0,1,sturdy great addition eat breakfast nook
Home_&_Kitchen,5.0,1,classic sturdy functional perfect keeping honey room temperature
Home_&_Kitchen,5.0,1,wonderful great size throw dishwasher area great
Home_&_Kitchen,1.0,1,one came broken handle broken piece
Home_&_Kitchen,5.0,1,sturdy hold camis make easy access
Home_&_Kitchen,5.0,0,beautiful shower curtain wanted look good bathroom
Home_&_Kitchen,5.0,0,used container couple week really love one
Home_&_Kitchen,5.0,0,love way top hold suction cup also love suction cup
Home_&_Kitchen,5.0,0,love candle ordered also candle burn couple week
Home_&_Kitchen,5.0,0,used white elephant thin liking
Home_&_Kitchen,5.0,0,daughter love month great
Home_&_Kitchen,5.0,0,single cup coffee feel coffee taste fresher coffee taste lighter
Home_&_Kitchen,1.0,0,not expected old one keep future
Home_&_Kitchen,5.0,0,unpacked used soon arrived little surprised well one
Home_&_Kitchen,2.0,0,flimsy blackout curtain not easy task put together also dimension
Home_&_Kitchen,5.0,0,standard christmas present friend love reason gave
Home_&_Kitchen,5.0,0,look fantastic guest room problem not really vacuum
Home_&_Kitchen,5.0,0,easy put love look feel pillow
Home_&_Kitchen,5.0,0,absolutely love month great
Home_&_Kitchen,5.0,0,fit oz ozark love fact come small
Home_&_Kitchen,5.0,0,amazing product look amazing kitchen definitely buy pretty
Home_&_Kitchen,5.0,0,perfect size egg couple reason need lot egg white
Home_&_Kitchen,5.0,0,great straw durable last long time reason gave
Home_&_Kitchen,4.0,0,job thinner professional blender say pretty good
Home_&_Kitchen,5.0,0,nicely made great keeping open space shelf well made
Home_&_Kitchen,4.0,0,fit well seems last long time good quality
Home_&_Kitchen,5.0,0,love perfect need mine couple year
Home_&_Kitchen,4.0,0,look pretty see wear tear overall right size
Home_&_Kitchen,5.0,0,excellent product second love look feel pillow
Home_&_Kitchen,5.0,0,ergonomically correct problem not really
Home_&_Kitchen,5.0,0,mom love perfect summervery good qualitynice sturdy sturdy
Home_&_Kitchen,1.0,0,tiny spatula unless using professional spatula need make sure
Home_&_Kitchen,5.0,0,purchased yearold daughter arthritis hand
Home_&_Kitchen,5.0,0,easy set sturdy easy clean purchasing pretty
Home_&_Kitchen,5.0,0,still good product reading reviewsvery good qualitynice sturdy functional
Home_&_Kitchen,5.0,0,use bag store container thick sturdy easy
Home_&_Kitchen,3.0,0,thought would good addition kitchen also large kitchen
Home_&_Kitchen,4.0,0,complement different color scheme vibrant comfortable
Home_&_Kitchen,4.0,0,softer expensive expensive expensive model not sure
Home_&_Kitchen,4.0,0,put bottle wine freezer still fresh one
Home_&_Kitchen,4.0,0,small compact travel mug design design travel mug
Home_&_Kitchen,5.0,0,work like charm item look great material good large one
Home_&_Kitchen,5.0,0,love use daily best keep reviewvery pretty
Home_&_Kitchen,5.0,0,item exactly described arrived good seal dimension
Home_&_Kitchen,5.0,0,great pug dog treat good size lid strong enough
Home_&_Kitchen,3.0,0,not fit husband bed small would order one
Home_&_Kitchen,2.0,0,not wanted quality wanted dimension
Home_&_Kitchen,5.0,0,comfortable help wrist problem not really vacuum
Home_&_Kitchen,5.0,0,not waste time buying set thin need cleaned every
Home_&_Kitchen,3.0,0,wish bought sooner great product price
Home_&_Kitchen,3.0,1,wish thicker cute polka dot pretty much disappear baking
Home_&_Kitchen,5.0,1,hook great hanging star ceiling great price
Home_&_Kitchen,1.0,1,returned exchanged twice base broken every time
Home_&_Kitchen,5.0,1,knife sharp careful worked perfect needed
Home_&_Kitchen,5.0,1,nice travel taking italy ice rather scarce
Home_&_Kitchen,3.0,1,handle bit thickerstronger great product
Home_&_Kitchen,1.0,1,not buy quit working less month purchased
Home_&_Kitchen,4.0,1,not sturdy expected wobble job though
Home_&_Kitchen,5.0,1,blue color much better picture good price quality
Home_&_Kitchen,1.0,1,knob end rod broke not good quality product
Home_&_Kitchen,5.0,1,hold clothes yellow stuff not rub good hangar
Home_&_Kitchen,4.0,1,little shorter expected try next christmas
Home_&_Kitchen,5.0,1,love sheet soft cotton feel fit king waterbed
Home_&_Kitchen,4.0,1,others mentioned cord kinda small hose kinda stiff
Home_&_Kitchen,5.0,1,got daughter new place seems love
Home_&_Kitchen,5.0,1,really fun alice wonderland themed party
Home_&_Kitchen,5.0,1,beautiful table runner look great antique table
Home_&_Kitchen,5.0,1,worked expected good price not much say balloon weight
Home_&_Kitchen,4.0,1,nice easy assemble serf purpose functional aesthetically
Home_&_Kitchen,5.0,1,useful attractive made old knife obsolete
Home_&_Kitchen,5.0,1,work great less shark brand wiil bought
Home_&_Kitchen,5.0,1,exactly advertised get moldy easy clean
Home_&_Kitchen,4.0,1,nice design great speed worked excellent home made tamale
Home_&_Kitchen,1.0,1,smell good broken glass cracked bad
Home_&_Kitchen,1.0,1,sent soap fish looked nothing like picture cattie
Home_&_Kitchen,4.0,1,great product job well holding lunch several day week
Home_&_Kitchen,5.0,1,cute lunchbox great preschooler fit plenty food easy clean
Home_&_Kitchen,5.0,1,nice quality bought used solo campfire stove
Home_&_Kitchen,5.0,1,not beat time tested design easy installation highly functional priced right
Home_&_Kitchen,3.0,1,term overall durability great scratch easily
Home_&_Kitchen,5.0,1,far good no weird smell unlike many plastic liner
Home_&_Kitchen,5.0,1,fantastic design no debris fall end designed
Home_&_Kitchen,5.0,1,nice size fit perfectly love added organization provide
Home_&_Kitchen,5.0,1,use pot everything second purchase
Home_&_Kitchen,5.0,1,pleased product arrived timely manner exactly shown
Home_&_Kitchen,5.0,1,great mudrooma towel rack wonderful project
Home_&_Kitchen,5.0,1,sooooooo cute love adorable well made totally worth price
Home_&_Kitchen,5.0,1,got gift son
Home_&_Kitchen,5.0,1,hygienic great look else want toilet brush
Home_&_Kitchen,5.0,1,bar rimming salt margarita look sleek
Home_&_Kitchen,3.0,1,returned thought ordering bed not trundle
Home_&_Kitchen,5.0,1,clock large easy read inexpensive get job done
Home_&_Kitchen,5.0,1,great tool knife sharp purchased new
Home_&_Kitchen,5.0,1,super cute great price blue white
Home_&_Kitchen,4.0,1,bought gift daughter seems great buy
Home_&_Kitchen,5.0,0,good buy price problem kind hard put
Home_&_Kitchen,1.0,0,not fit queen bed material thick thin queen bed
Home_&_Kitchen,5.0,0,great product corelle year wonderful product
Home_&_Kitchen,5.0,0,keep cold drink cold hot drink hot cold drink hot reason gave
Home_&_Kitchen,5.0,0,exactly decribed shown picture actual dimension
Home_&_Kitchen,5.0,0,not ottoman look nice comfortable look nice countertop
Home_&_Kitchen,4.0,0,glass wonderful color vibrant design nice touch
Home_&_Kitchen,5.0,0,bought gift daughter loved great
Home_&_Kitchen,5.0,0,great product service use everydayvery comfortable love pretty
Home_&_Kitchen,1.0,0,curtain not wide expected expecting tighter curtain
Home_&_Kitchen,5.0,0,easy use pie edge little thin keep mind making
Home_&_Kitchen,5.0,0,totally work use everyday easy clean
Home_&_Kitchen,4.0,0,color good look good material good quality good
Home_&_Kitchen,5.0,0,amazing look wall keep long time
Home_&_Kitchen,5.0,0,knife not nice also sharp blade sharp
Home_&_Kitchen,5.0,0,love set look great color vibrant large collection
Home_&_Kitchen,4.0,0,great cupcake holder looked nice sturdy instruction little misleading
Home_&_Kitchen,5.0,0,wife making cooky last two year happy way
Home_&_Kitchen,3.0,0,pillow excessively firm older version pillow little larger
Home_&_Kitchen,5.0,0,grow spice herb needed kitchen
Home_&_Kitchen,5.0,0,high quality work well solid material problem not really vacuum
Home_&_Kitchen,5.0,0,handled heavy pan without tipping problem kind hard put
Home_&_Kitchen,3.0,0,look nice small likingvery good qualitynice sturdy functional
Home_&_Kitchen,5.0,0,stunning clean modern month
Home_&_Kitchen,5.0,0,really l ike item month
Home_&_Kitchen,5.0,0,perfect white desk love look feel chair
Home_&_Kitchen,5.0,0,gorgeous industrial feel easy use problem not really
Home_&_Kitchen,4.0,0,exactly described purchased gift recipient loved
Home_&_Kitchen,5.0,0,nice size nice quality keep next couple
Home_&_Kitchen,4.0,0,knife look well kitchen problem not really strong one
Home_&_Kitchen,5.0,0,pretty size perfect thick enough hold small person
Home_&_Kitchen,5.0,0,used mattress kept sheet comfortable also mattress
Home_&_Kitchen,4.0,0,comfortable made lot use mine couple
Home_&_Kitchen,5.0,0,far thing great addition kitchen large kitchen
Home_&_Kitchen,3.0,0,fit well not thick one still nice one
Home_&_Kitchen,5.0,0,icetray really easyrelease design make work
Home_&_Kitchen,1.0,0,scale not accurate bit large scale
Home_&_Kitchen,5.0,0,use laundry good size couple
Home_&_Kitchen,3.0,0,sheet thin wide opening purchasing different size
Home_&_Kitchen,5.0,0,exactly needed problem small one
Home_&_Kitchen,2.0,0,loved stopped working within week thing turn
Home_&_Kitchen,5.0,0,love wife good quality
Home_&_Kitchen,5.0,0,make sure follow direction easy follow keep review
Home_&_Kitchen,5.0,0,cushion work well intended reason gave
Home_&_Kitchen,4.0,1,not last long burn long not float
Home_&_Kitchen,5.0,1,use make beer chicken smoker clean easily
Home_&_Kitchen,5.0,1,soft soft soft love would order without hesitation
Home_&_Kitchen,5.0,1,perfect small scale easy use compact size make convenient travel
Home_&_Kitchen,5.0,1,love pitcher perfect tea not drip everything
Home_&_Kitchen,5.0,1,every bit good name brand not hesitate get
Home_&_Kitchen,5.0,1,perfect size kitchen easy assemble happy cart
Home_&_Kitchen,3.0,1,not really help make difference must time new robot
Home_&_Kitchen,5.0,1,hook gorgeous really add elegant touch shower curtain
Home_&_Kitchen,5.0,1,love color love lightweight bowl much larger expected
Home_&_Kitchen,5.0,1,item bulky small apartment counter top work like charm
Home_&_Kitchen,5.0,1,love love love coffee maker perfect size rv
